,university_name,professor_name,ave_if,num_of_pub,overall_impact,impact_level,Community Contribution
579,University of Cambridge,James Ward,4.344444444444444,2.7,16.93485857317814,1,Tier 5
580,McGill University,Caroline E Wagner,10.57142857142857,1.4,26.686716088043056,2,Tier 4
581,Georgia Institute of Technology,Shawn Hochman,2.3000000000000003,0.4,1.1329735897932691,0,Tier 6
582,University of Washington,Daniel Chiu,7.787878787878789,9.9,128.79801620627805,5,Tier 1
583,University of Toronto,Robert Weersink,4.063414634146342,4.1,23.65362907665468,2,Tier 4
584,University of British Columbia,Pamelahoodless,6.157458563535913,18.1,175.56197074261337,5,Tier 1
585,University of British Columbia,Brian Kwon,3.3319587628865976,19.4,87.33257232758378,4,Tier 2
586,Cornell University,Iwijn De Vlaminck,11.562068965517241,5.8,123.65806260663872,5,Tier 1
587,Carnegie Mellon University,Kai Yu,8.9875,0.8,12.449118939498051,1,Tier 5
588,Johns Hopkins University,Jeffrey Siewerdsen,3.3480769230769223,10.4,47.10072842436418,3,Tier 3
589,Northwestern University,Nathan Gianneschi,10.823728813559322,11.8,231.66111137671788,5,Tier 1
590,University of Michigan,Karl Grosh,4.876470588235295,1.7,12.319155376691027,1,Tier 5
591,Georgia Institute of Technology,Wilbur Lam,8.068794326241134,14.1,191.7475923246748,5,Tier 1
592,Georgia Institute of Technology,Vince Calhoun,4.7784615384615385,19.5,137.76685041222825,5,Tier 1
593,University of Oxford,Villarroel Mauricio,4.499999999999999,1.4,9.17579448526841,1,Tier 5
594,Duke University,Ashutosh Chilkoti,10.054411764705883,13.6,243.49202548096937,5,Tier 1
595,Shanghai Jiao Tong University,Hongjiang Wei,4.575,6.4,42.82218732773228,3,Tier 3
596,Duke University,Michael R Tadross,6.314285714285714,0.7,7.006535498301863,0,Tier 6
597,Shanghai Jiao Tong University,Bin Ma,7.112345679012346,8.1,94.08081898035576,4,Tier 2
598,Rice University,Robert Raphael,4.33,1.0,6.246113482463226,0,Tier 6
599,Massachusetts Institute of Technology,Amy E Keating,6.216216216216216,3.7,36.31694965727286,3,Tier 3
600,University of Oxford,Proctor Christopher,9.475,0.4,6.649423816884689,0,Tier 6
601,Nanyang Technological University,Raymond Lau,5.590000000000001,1.0,8.595373633836223,1,Tier 5
602,University of Pennsylvania,Zhiliang Cheng,8.579411764705881,3.4,49.9230151533647,3,Tier 3
603,Shanghai Jiao Tong University,Shiyi Zhang,6.420833333333333,2.4,24.53016604550953,2,Tier 4
604,Tsinghua University,Liu Peng,6.6464912280701745,11.4,121.65932322998353,5,Tier 1
605,Georgia Institute of Technology,Greg Gibson,9.818018018018016,11.1,192.90911993970442,5,Tier 1
606,University of Michigan,David Sept,11.846153846153847,2.6,57.14063450979174,4,Tier 2
607,University College London,Marco Marques,4.80625,1.6,11.386176957538733,1,Tier 5
608,Columbia University,Yvon Woappi,4.0,0.1,0.5656854249492381,0,Tier 6
609,Johns Hopkins University,Florin Selaru,6.791304347826086,4.6,50.43120247996241,3,Tier 3
610,University of Pittsburgh,Lathrop Kira,6.86388888888889,3.6,39.995884592569595,3,Tier 3
611,University of Pennsylvania,Daniel A Hammer,5.894827586206898,5.8,53.274192740229374,3,Tier 3
612,University of Pittsburgh,Miskov-zivanov Natasa,5.733333333333334,0.6,5.323046262300939,0,Tier 6
613,Stanford University,David Camarillo,4.254716981132075,5.3,32.386514832839,2,Tier 4
614,University of California San Francisco,James Fraser,10.624271844660196,10.3,197.5655386340324,5,Tier 1
615,University of Sydney,Mike Wu,9.633333333333333,0.6,10.18291187779221,1,Tier 5
616,Columbia University,Alice Huang,5.8428571428571425,1.4,12.717730588147468,1,Tier 5
617,University of California San Francisco,David Agard,11.15529411764706,8.5,173.28868548184764,5,Tier 1
618,University of British Columbia,Timmurphy,6.157458563535913,18.1,175.56197074261337,5,Tier 1
619,University College London,Stephen Goldrick,3.746666666666667,1.5,7.81893458427232,1,Tier 5
620,Shanghai Jiao Tong University,Chunfu Zhang,10.10357142857143,2.8,50.437282176865665,3,Tier 3
621,McGill University,Luc Mongeau,5.082978723404256,4.7,35.87118491144942,3,Tier 3
622,University of Pennsylvania,Kevin B Johnson,3.9444444444444446,0.9,5.002934464969254,0,Tier 6
623,Johns Hopkins University,Pablo Iglesias,8.256521739130434,4.6,64.3804847823078,4,Tier 2
624,University of Toronto,Ofer Levi,2.9,0.4,1.5137616157767564,0,Tier 6
625,Nanyang Technological University,Park Seung-min,5.8,0.1,0.9000880419498671,0,Tier 6
626,Shanghai Jiao Tong University,Lichi Zhang,4.648648648648648,3.7,25.255741723514358,2,Tier 4
627,Georgia Institute of Technology,Amanda Stockton,4.21875,1.6,9.673858271069214,1,Tier 5
628,University of Pennsylvania,Aaron Timperman,5.675,0.4,3.503622636932165,0,Tier 6
629,Carnegie Mellon University,Cameron N Riviere,2.9699999999999998,3.0,11.696793327741055,1,Tier 5
630,University of Tokyo,Toshihiro Kasama,4.288888888888889,0.9,5.554864932754691,0,Tier 6
631,Georgia Institute of Technology,Luke Brewster,5.777272727272727,2.2,19.704992231574625,2,Tier 4
632,University of Michigan,Jan Stegemann,6.21860465116279,4.3,42.22645662816137,3,Tier 3
633,University of Toronto,Steven Prescott,8.247222222222222,3.6,50.313800314450134,3,Tier 3
634,Cornell University,Marjolein Van Der Meulen,5.250000000000001,4.4,34.96647120160531,3,Tier 3
635,University of California Los Angeles,Daniel Aharoni,16.15,1.4,45.32561379830337,3,Tier 3
636,University of California San Diego,Samuel Pfaff,16.531578947368423,1.9,63.33540037090287,4,Tier 2
637,University of Michigan,Lisa M Larkin,3.726666666666667,3.0,15.533593674619286,1,Tier 5
638,Peking University,Xiaojie Duan,7.455555555555555,3.6,44.3509078541576,3,Tier 3
639,Johns Hopkins University,Steven Keller,4.856,2.5,18.0213929438005,2,Tier 4
640,University of Pennsylvania,Alex J Hughes,9.293333333333333,1.5,24.339163742570193,2,Tier 4
641,University College London,Eli Keshavarz-moore,3.307142857142857,1.4,6.243731659340036,0,Tier 6
642,Shanghai Jiao Tong University,Cheng-kung Cheng,3.560526315789474,3.8,18.585589754079543,2,Tier 4
643,Johns Hopkins University,Muyinatu Bell,3.83125,1.6,8.576213766284372,1,Tier 5
644,Georgia Institute of Technology,Eric Vogel,8.453846153846154,1.3,18.739641462108878,2,Tier 4
645,Nanyang Technological University,Tram T Dang,6.725,0.4,4.33186937417858,0,Tier 6
646,University of British Columbia,Ilkerhacihaliloglu,6.157458563535913,18.1,175.56197074261337,5,Tier 1
647,University of Washington,Herbert Sauro,5.734722222222222,7.2,63.895898197901026,4,Tier 2
648,Shanghai Jiao Tong University,Lina Zhang,5.522834645669293,12.7,107.52421279666913,4,Tier 2
649,University of Pittsburgh,Xia Zongqi,6.759183673469387,4.9,53.40278299488174,3,Tier 3
650,University of Michigan,Muneesh Tewari,7.833333333333333,6.3,82.56078409806534,4,Tier 2
651,University of British Columbia,Peterlansdorp,6.157458563535913,18.1,175.56197074261337,5,Tier 1
652,University of California Los Angeles,Vivek Shetty,3.3260869565217397,2.3,10.331058837247456,1,Tier 5
653,Carnegie Mellon University,Michael M Domach,3.9,0.1,0.5480633472329454,0,Tier 6
654,Johns Hopkins University,William Anderson,5.02842105263158,9.5,71.53410540193306,4,Tier 2
655,University of Pittsburgh,Lin Hang,5.748648648648649,7.4,65.87019164970128,4,Tier 2
656,University of California Los Angeles,Robert Candler,7.65,0.4,5.089050790087707,0,Tier 6
657,University of British Columbia,Shuotang,6.157458563535913,18.1,175.56197074261337,5,Tier 1
658,University of Pittsburgh,Gladwin Mark,9.640251572327044,15.9,270.0894270541387,5,Tier 1
659,McGill University,Georgios Mitsis,5.435897435897435,3.9,32.37081802857297,2,Tier 4
660,Duke University,Matthew L Becker,10.410526315789474,3.8,71.0598775045449,4,Tier 2
661,National University of Singapore,Lim Chwee Teck,7.643589743589744,19.5,247.83139566356905,5,Tier 1
662,Shanghai Jiao Tong University,Hongchen Gu,7.142424242424243,6.6,77.06390090898111,4,Tier 2
663,University of Pittsburgh,Parthasarathy Aravindakshan,2.25,0.4,1.1022703842524302,0,Tier 6
664,University of British Columbia,Karen Cheung,3.8210526315789473,1.9,10.15038173868047,1,Tier 5
665,University of Toronto,Hai-Ling Margaret Cheng,4.186111111111113,3.6,21.55588908089625,2,Tier 4
666,Shanghai Jiao Tong University,Weihai Yin,3.8,0.1,0.5305538810319672,0,Tier 6
667,University of California San Diego,Alan Hargens,4.788372093023256,4.3,30.458135848929704,2,Tier 4
668,Nanyang Technological University,Pu Kanyi,13.270588235294117,18.7,473.6464907394903,5,Tier 1
669,Columbia University,Chi-min Ho,15.350000000000001,0.4,12.15333491429914,1,Tier 5
670,University of Sydney,Jia Liu,4.662162162162162,3.7,25.347547364118338,2,Tier 4
671,University of Oxford,Zhu Tingting,7.476923076923077,5.2,64.29200716126498,4,Tier 2
672,Shanghai Jiao Tong University,Yaohui Tang,6.594202898550723,6.9,72.912497263271,4,Tier 2
673,University of Sydney,Thomas Close,7.633333333333333,0.3,3.8063966217172536,0,Tier 6
674,Imperial College London,Reiko Tanaka,5.8100000000000005,3.0,27.06084914273464,2,Tier 4
675,Duke University,Eva A Naumann,4.8,0.1,0.7104794923125939,0,Tier 6
676,Duke University,Brian T Crouch,3.6785714285714275,1.4,7.132257713687481,0,Tier 6
677,University of California San Diego,Nathan Lewis,10.2431654676259,13.9,254.71676810881232,5,Tier 1
678,University of California Los Angeles,Daniel Kamei,4.876666666666666,3.0,21.74077863052033,2,Tier 4
679,University of Toronto,Andreas Mandelis,2.7181818181818183,8.8,30.71360545904386,2,Tier 4
680,Johns Hopkins University,Joseph Greenstein,4.770967741935484,3.1,21.85847171769462,2,Tier 4
681,Georgia Institute of Technology,Shuming Nie,6.4159999999999995,2.5,25.528215230116935,2,Tier 4
682,University of Washington,Andre Berndt,12.08095238095238,2.1,47.29832491594813,3,Tier 3
683,University of Washington,Princess Imoukhuede,3.9928571428571424,1.4,7.901922227430989,1,Tier 5
684,University of Michigan,Susan Brooks,5.898148148148148,5.4,49.63503767737066,3,Tier 3
685,University of California Berkeley,James Casey,4.133333333333333,0.6,3.5361183214447776,0,Tier 6
686,Rice University,Buhle Moyo,79.8,0.1,23.850836439922183,2,Tier 4
687,University of California Los Angeles,Peyman Golshani,13.18392857142857,5.6,140.68379620223106,5,Tier 1
688,University of California Los Angeles,Kim-lien Nguyen,3.9462686567164176,6.7,37.26559955382348,3,Tier 3
689,University of Pittsburgh,Cooper Rory,2.3971962616822426,10.7,31.91635355808598,2,Tier 4
690,Massachusetts Institute of Technology,Mark Bathe,12.16,6.5,147.59794991042074,5,Tier 1
691,University of California Los Angeles,Aaron Meyer,7.2281249999999995,3.2,37.92556385861065,3,Tier 3
692,University of Toronto,Cari Whyne,3.1720430107526876,9.3,39.36921749700955,3,Tier 3
693,Shanghai Jiao Tong University,Guan N Lin,7.170731707317073,4.1,48.110314822856786,3,Tier 3
694,Massachusetts Institute of Technology,Michael Birnbaum,8.78823529411765,3.4,51.446521076093184,3,Tier 3
695,Stanford University,Alison Marsden,4.7603448275862075,11.6,81.5654066197622,4,Tier 2
696,University of California San Francisco,Chao Tang,7.966666666666666,0.3,4.015291343434786,0,Tier 6
697,University of Pittsburgh,Kalra Arush,3.2,0.1,0.42799379518491015,0,Tier 6
698,University of Pennsylvania,Peter F Davies,9.72,1.0,17.162590137623976,2,Tier 4
699,Harvard University,Francis J Doyle 3rd,6.892405063291138,7.9,88.22477964017516,4,Tier 2
700,Harvard University,Don Ingber,16.005357142857143,5.6,179.2750031386882,5,Tier 1
701,University of California Los Angeles,Melissa Spencer,8.664705882352942,3.4,50.544185083765576,3,Tier 3
702,Peking University,Rui-ping Xiao,12.89795918367347,4.9,119.7698009666733,5,Tier 1
703,University of California Los Angeles,Robert Damoiseaux,7.416304347826087,9.2,112.59581719204182,4,Tier 2
704,University of Toronto,Douglas Cheyne,3.008,2.5,9.903467907447943,1,Tier 5
705,Georgia Institute of Technology,Lena Ting,3.6929577464788723,7.1,36.347644521007076,3,Tier 3
706,Duke University,Charles Gersbach,13.864583333333334,9.6,256.83532791923,5,Tier 1
707,Johns Hopkins University,Jeff Wang,4.9,0.2,1.4580589924204022,0,Tier 6
708,University of California San Diego,Erkki Ruoslahti,10.838095238095239,2.1,41.29623879126144,3,Tier 3
709,Carnegie Mellon University,Yu-li Wang,7.181818181818182,1.1,12.93259546153131,1,Tier 5
710,University of Pittsburgh,Pietro Bajona,5.781818181818181,1.1,9.862186777565597,1,Tier 5
711,Columbia University,Christoph Juchem,2.961111111111111,3.6,13.983660796231712,1,Tier 5
712,Tsinghua University,Hong Bo,6.08235294117647,3.4,32.47644164882163,2,Tier 4
713,Duke University,Cameron C Mcintyre,4.531818181818182,2.2,14.546659649056057,1,Tier 5
714,Johns Hopkins University,Henry Brem,4.597841726618705,13.9,93.58523212035348,4,Tier 2
715,University of Pittsburgh,Gilbert Thomas,6.7,1.4,15.091122312763185,1,Tier 5
716,University of Pennsylvania,Christopher Fang-yen,6.5625,4.0,42.014252082385795,3,Tier 3
717,Georgia Institute of Technology,Gregory Sawicki,4.3275,4.0,24.966423725956414,2,Tier 4
718,Duke University,Jason F Luck,3.0,1.0,3.9482220388574776,0,Tier 6
719,Johns Hopkins University,Reza Kalhor,17.583333333333332,0.6,21.603681302593614,2,Tier 4
720,National University of Singapore,Christopher L Asplund,6.1,1.1,10.545203835213714,1,Tier 5
721,University of Toronto,Jean Chen,3.444262295081967,6.1,28.62200852614118,2,Tier 4
722,Imperial College London,Michael Fertleman,5.556756756756758,3.7,31.566647230988803,2,Tier 4
723,Johns Hopkins University,Joel Sunshine,12.359090909090911,2.2,50.98070527578146,3,Tier 3
724,University of Pittsburgh,Pitt Bruce,5.20625,1.6,12.582769938333456,1,Tier 5
725,University of Michigan,Kevin R Ward,4.449999999999998,6.2,40.072063162274134,3,Tier 3
726,University of California San Francisco,Esteban G Burchard,11.271333333333333,15.0,309.78499355163564,5,Tier 1
727,University of California Los Angeles,Alireza Moshaverinia,6.734482758620689,5.8,62.92283770769735,4,Tier 2
728,University of Toronto,Hagar Labouta,15.5,0.2,6.150984298031231,0,Tier 6
729,Duke University,Patrick D Wolf,2.8285714285714287,0.7,2.567775068562241,0,Tier 6
730,University of Pennsylvania,Steven Siegel,4.181481481481481,2.7,16.144570148958508,1,Tier 5
731,University of Pittsburgh,Ghodadra Anish,3.4318181818181817,2.2,10.276092841381558,1,Tier 5
732,University of Toronto,Eugenia Kumacheva,10.559036144578313,8.3,157.9823020969366,5,Tier 1
733,Columbia University,Gerard Karsenty,12.688333333333333,6.0,143.68352520140485,5,Tier 1
734,University of California San Diego,Fanny Chapelin,5.214285714285714,0.7,5.515584856898155,0,Tier 6
735,Massachusetts Institute of Technology,Christopher A Voigt,13.442168674698795,8.3,213.63124341429892,5,Tier 1
736,University of California Los Angeles,Benjamin Ellingson,8.521875,19.2,279.5568757218745,5,Tier 1
737,University of Pittsburgh,Gopalakrishnan Vanathi,3.333333333333333,1.8,8.107200928842206,1,Tier 5
738,University of Washington,Shelly Sakiyama-elbert,7.004081632653061,4.9,55.83224344372313,3,Tier 3
739,Carnegie Mellon University,Adam W Feinberg,8.132727272727273,5.5,75.53669002016143,4,Tier 2
740,University of Pittsburgh,Prasad Konasale,4.032258064516128,3.1,17.71320271301998,2,Tier 4
741,University of Pennsylvania,Michelle Johnson,3.3,2.1,9.340319228714721,1,Tier 5
742,University of Hong Kong,Kevin K Tsia,5.630555555555556,3.6,31.224217299065145,2,Tier 4
743,University of Oxford,Noble Alison,7.293749999999999,9.6,115.0693936925126,4,Tier 2
744,University of Michigan,Zhongming Liu,4.2875,1.6,9.87131814178148,1,Tier 5
745,Northwestern University,Shana Kelley,14.883333333333335,2.4,70.1595027503373,4,Tier 2
746,University of California San Diego,Liangfang Zhang,12.524468085106383,18.8,442.9523012399925,5,Tier 1
747,Imperial College London,Emmanuel M Drakakis,3.41,1.0,4.633860695291449,0,Tier 6
748,Johns Hopkins University,Lawrence Schramm,4.033333333333333,0.3,1.7147523203927004,0,Tier 6
749,University of Sydney,Wenlong Cheng,3.575,0.4,1.9663238594746155,0,Tier 6
750,Shanghai Jiao Tong University,Zhichao Ma,4.3625,0.8,5.043816603462893,0,Tier 6
751,Johns Hopkins University,Martin Pomper,9.169633507853401,19.1,304.7707893805842,5,Tier 1
752,University of California San Diego,Peter Chen,7.264285714285714,1.4,16.696259351757647,1,Tier 5
753,University of Washington,Gerald Pollack,3.713636363636364,2.2,11.341536648012893,1,Tier 5
754,University of Michigan,Mario Fabiilli,4.919230769230769,5.2,38.09560186257567,3,Tier 3
755,University of Michigan,Carlos Aguilar,5.709090909090908,2.2,19.414731065775147,2,Tier 4
756,University of Tokyo,Keiichi Nakagawa,4.38936170212766,14.1,89.58201463778852,4,Tier 2
757,Columbia University,Karen E Kasza,6.245454545454547,1.1,10.86044823767851,1,Tier 5
758,University of Pittsburgh,Gaunt Robert,4.369999999999999,4.0,25.2732903961041,2,Tier 4
759,University of Toronto,Cristina Amon ,4.407692307692307,2.6,16.60494475563338,1,Tier 5
760,University of California Berkeley,Patrick Hsu,17.805882352941175,1.7,62.18036912619168,4,Tier 2
761,University of Michigan,Allen Liu,5.851807228915662,8.3,75.54237006404794,4,Tier 2
762,Imperial College London,Aidan Roche,4.3,0.3,1.8576197688459457,0,Tier 6
763,University of Pittsburgh,Calabro Finnegan,5.990243902439025,4.1,38.42284235260049,3,Tier 3
764,University of Pittsburgh,Mcmahon Patrick,2.96,1.0,3.8825283787686775,0,Tier 6
765,University of Michigan,Gary Luker,5.8092783505154655,9.7,87.48316100880669,4,Tier 2
766,University of Michigan,Luyun Chen,2.773333333333333,3.0,10.736774803690142,1,Tier 5
767,University of Cambridge,Simon Guest,2.9,0.1,0.3784404039441891,0,Tier 6
768,Shanghai Jiao Tong University,Li Li,5.95497382198953,19.1,177.6778081528615,5,Tier 1
769,Johns Hopkins University,Hyungbae Kwon,10.71176470588235,1.7,32.94391448155292,2,Tier 4
770,University of Cambridge,Zoubin Ghahramani,50.5,0.1,13.462143717970447,1,Tier 5
771,University of Pittsburgh,Taylor Ian,5.25,0.2,1.5893850546184227,0,Tier 6
772,University of Toronto,David Steinman,3.620512820512821,3.9,19.477231184591673,2,Tier 4
773,Duke University,Robert A Malkin,6.366666666666667,0.3,3.033970790998315,0,Tier 6
774,Georgia Institute of Technology,Todd Streelman,11.9,1.0,22.102108255424916,2,Tier 4
775,Nanyang Technological University,Ong C Wei,3.3166666666666664,0.6,2.685520877154448,0,Tier 6
776,Massachusetts Institute of Technology,Roger D Kamm,8.36315789473684,15.2,216.1754930905543,5,Tier 1
777,National University of Singapore,Liu Dianbo,28.066666666666666,0.3,19.380268995039245,2,Tier 4
778,Johns Hopkins University,Venkataramana Sidhaye,3.8923076923076927,3.9,21.321785142426535,2,Tier 4
779,University of Sydney,Georgios Angelis,3.3230769230769237,1.3,5.832689336461528,0,Tier 6
780,Georgia Institute of Technology,Mg Finn,10.701538461538462,13.0,251.62345609216257,5,Tier 1
781,Johns Hopkins University,Rachel Karchin,13.755882352941176,6.8,180.14386602081146,5,Tier 1
782,Carnegie Mellon University,Rahul Panat,11.071428571428571,0.7,14.136848965429776,1,Tier 5
783,Imperial College London,David Labonte,5.45909090909091,2.2,18.357903771781608,2,Tier 4
784,University of Pennsylvania,Brian Litt,5.765656565656566,9.9,88.44965777610156,4,Tier 2
785,Nanyang Technological University,Schmetterer Leopold,4.176041666666666,19.2,114.61916959668788,4,Tier 2
786,University of Pittsburgh,Korkmaz Emrullah,6.449999999999999,1.6,16.446353694877594,1,Tier 5
787,Cornell University,Benjamin D Cosgrove,11.975,2.0,44.55273793843201,3,Tier 3
788,Shanghai Jiao Tong University,Linyong Zhu,11.752941176470591,6.8,147.9762835855637,5,Tier 1
789,University of California San Diego,Wouter-jan Rappel,7.3876923076923084,6.5,79.16794200914168,4,Tier 2
790,University of British Columbia,Negarharandi,6.157458563535913,18.1,175.56197074261337,5,Tier 1
791,Shanghai Jiao Tong University,Fangfang Zhu,4.1,0.5,2.9170899782721467,0,Tier 6
792,University of California San Diego,Sheng Xu,21.74,3.5,164.30185587238196,5,Tier 1
793,University of California San Francisco,Kathy Giacomini,5.0,0.2,1.4953487812212207,0,Tier 6
794,University of Tokyo,Yukiko Matsunaga,7.552941176470587,3.4,42.57199916741402,3,Tier 3
795,Massachusetts Institute of Technology,Ram Sasisekharan,12.172972972972973,3.7,84.12935248030095,4,Tier 2
796,University of Michigan,Alison Vander Roest,5.05,0.2,1.5140639476532867,0,Tier 6
797,Peking University,Zhifei Dai,8.40813953488372,8.6,123.1326819993322,5,Tier 1
798,University of Michigan,Daniel Beard,4.718181818181817,5.5,38.24556052976663,3,Tier 3
799,University of Michigan,Deanna Gates,3.0702127659574456,4.7,19.101103128491754,2,Tier 4
800,University of Pennsylvania,Xue Gao,2.6,0.2,0.6603081848864102,0,Tier 6
801,University of California Los Angeles,Philip Scumpia,16.12368421052632,3.8,122.77613319558955,5,Tier 1
802,Imperial College London,Anthony M J Bull,3.533962264150943,10.6,51.36097387745681,3,Tier 3
803,National University of Singapore,Chen Nanguang,3.7199999999999998,2.0,10.332577478671036,1,Tier 5
804,Johns Hopkins University,Joshua Vogelstein,7.881034482758621,5.8,76.58734743706309,4,Tier 2
805,Northwestern University,John Troy,3.7375000000000003,1.6,8.314698087805063,1,Tier 5
806,Carnegie Mellon University,Yongxin Zhao,7.9,1.7,22.51556168082749,2,Tier 4
807,Carnegie Mellon University,Hartmut Geyer,2.3555555555555556,0.9,2.6263898951138227,0,Tier 6
808,Cornell University,Lawrence Bonassar,4.992913385826773,12.7,94.78645068417677,4,Tier 2
809,University of California San Diego,Jack Bui,9.89787234042553,4.7,82.51353020545628,4,Tier 2
810,Northwestern University,Eric Perreault,2.776470588235294,5.1,18.278330369599328,2,Tier 4
811,Massachusetts Institute of Technology,Bevin P Engelward,5.4025,4.0,32.946058161065864,2,Tier 4
812,Georgia Institute of Technology,Scott Danielsen,3.65,0.2,1.0090114075030996,0,Tier 6
813,University of Pennsylvania,David Cormode,9.57301587301587,6.3,106.08439971062033,4,Tier 2
814,Georgia Institute of Technology,Scott Hollister,4.970588235294118,3.4,25.234148325893134,2,Tier 4
815,University of California San Francisco,Deanna Kroetz,4.7216216216216225,3.7,25.75228085988429,2,Tier 4
816,University of Pittsburgh,Wells Alan,5.3968421052631586,9.5,78.14446918616215,4,Tier 2
817,Northwestern University,John Rogers,12.931891891891892,18.5,453.67966132510423,5,Tier 1
818,University of Pittsburgh,Rubin Joseph,3.9,0.1,0.5480633472329454,0,Tier 6
819,ETH Zurich,Vörös Janos,8.490163934426228,6.1,88.40461354898522,4,Tier 2
820,Peking University,Hanqing Xiong,14.4,0.1,2.805130789704855,0,Tier 6
821,University of California San Diego,Yu-hwa Lo,8.336363636363636,4.4,62.32660766884635,4,Tier 2
822,Johns Hopkins University,Winston Timp,12.647368421052633,7.6,181.26493707043952,5,Tier 1
823,Columbia University,Shunichi Homma,7.930400000000001,12.5,166.3523266729511,5,Tier 1
824,University of British Columbia,Matthiasgörges,6.157458563535913,18.1,175.56197074261337,5,Tier 1
825,Carnegie Mellon University,Tzahi Cohen-karni,9.375,2.8,45.93271608949515,3,Tier 3
826,Shanghai Jiao Tong University,Yongting Wang,6.337333333333333,7.5,75.41269338655103,4,Tier 2
827,Duke University,Ann Saterbak,2.4375,0.8,2.4365244144533986,0,Tier 6
828,University of Michigan,Douglas Noll,3.0354838709677416,3.1,12.420715258816628,1,Tier 5
829,University of California Berkeley,Tony Keaveny,6.1000000000000005,5.1,48.89139959962722,3,Tier 3
830,Columbia University,Wei Min,11.713235294117649,6.8,147.3516478560701,5,Tier 1
831,Duke University,Tatiana Segura,9.523809523809524,4.2,70.26882095771168,4,Tier 2
832,University of California San Francisco,Moriel Vandsburger,50.5,0.1,13.462143717970447,1,Tier 5
833,University of Michigan,Jane Huggins,6.690476190476191,2.1,22.596469077025407,2,Tier 4
834,University of Pittsburgh,Redfern Mark,2.8333333333333335,5.7,20.95303528841722,2,Tier 4
835,University of Michigan,Elizabeth Mays,3.3000000000000003,0.3,1.3343313183878174,0,Tier 6
836,University of Hong Kong,Alan Wong,6.985416666666667,4.8,54.510684107137834,3,Tier 3
837,University of California San Diego,Rebecca Rakow-penner,3.9757575757575756,3.3,18.52630496723987,2,Tier 4
838,Northwestern University,Michael Markl,3.7956521739130435,18.4,97.48231464167553,4,Tier 2
839,Georgia Institute of Technology,Andrei G Fedorov,6.785714285714286,2.1,22.999254381568164,2,Tier 4
840,University of British Columbia,Zacharylaksman,6.157458563535913,18.1,175.56197074261337,5,Tier 1
841,University of Pittsburgh,Parker S Robert,44.550000000000004,0.8,92.07667382368322,4,Tier 2
842,Georgia Institute of Technology,Rishikesan Kamaleswaran,4.186,5.0,29.93774151555018,2,Tier 4
843,University of Tokyo,Taichi Ito,4.603389830508474,5.9,39.78315337456687,3,Tier 3
844,Georgia Institute of Technology,Daniel Goldman,8.889285714285714,5.6,85.95509182109741,4,Tier 2
845,University of Cambridge,Ashwin Seshia,5.668421052631579,1.9,16.618094675915252,1,Tier 5
846,Georgia Institute of Technology,Mark Clements,3.333333333333334,0.9,4.0536004644211046,0,Tier 6
847,University of California Los Angeles,Liang Gao,8.095238095238093,2.1,28.675191574658626,2,Tier 4
848,University of Toronto,Naomi Matsuura,4.841666666666667,1.2,8.618364421451842,1,Tier 5
849,Nanyang Technological University,Tan M How,14.60625,1.6,45.687079259674626,3,Tier 3
850,Georgia Institute of Technology,Robert Liu,9.4125,1.6,26.378568221200904,2,Tier 4
851,Imperial College London,Sam Au,5.3375,0.8,6.490263766509154,0,Tier 6
852,University of Tokyo,Yusuke Hirabayashi,10.080000000000002,1.5,26.941199272376387,2,Tier 4
853,University of Hong Kong,Zhiqin Chu,7.4870967741935495,3.1,38.39312846992277,3,Tier 3
854,University of California San Diego,Samuel Ward,3.609375,9.6,47.75966154241777,3,Tier 3
855,Northwestern University,Milan Mrksich,9.165217391304347,6.9,110.03416544537978,4,Tier 2
856,Shanghai Jiao Tong University,Wei-qiang Gao,8.228030303030302,13.2,183.94745532983632,5,Tier 1
857,Georgia Institute of Technology,W Robert Taylor,5.23235294117647,3.4,26.90606616538738,2,Tier 4
858,University of Sydney,Aaron Gilmour,7.3,0.4,4.799694179686383,0,Tier 6
859,University of California San Diego,Peter Wang,8.2,0.2,2.7752193258114963,0,Tier 6
860,Tsinghua University,Xing Wanli,5.0874999999999995,2.4,18.337569358895287,2,Tier 4
861,University of Washington,Ying Zheng,5.658333333333332,19.2,167.5567349452043,5,Tier 1
862,University of Pittsburgh,Goncharova Elena,9.983783783783784,3.7,65.66299426130819,4,Tier 2
863,Carnegie Mellon University,Noelia Grande Gutiérrez,3.6,0.2,0.9917635017577391,0,Tier 6
864,Johns Hopkins University,Andrew Feinberg,12.14516129032258,6.2,140.57102056311305,5,Tier 1
865,Johns Hopkins University,Xiaoqin Wang,6.534782608695651,4.6,48.061438179721144,3,Tier 3
866,University of British Columbia,Timsalcudean,6.157458563535913,18.1,175.56197074261337,5,Tier 1
867,University of Toronto,Jayson Parker,3.008333333333333,1.2,4.754323079955729,0,Tier 6
868,University of Pittsburgh,Tarin Tatum,7.911111111111111,0.9,11.940963330953638,1,Tier 5
869,University of Toronto,Penney Gilbert,10.033333333333333,3.0,53.57075976907191,3,Tier 3
870,University of California San Francisco,Tanja Kortemme,9.327659574468083,4.7,76.61498437747963,4,Tier 2
871,Rice University,Cynthia A Reinhart-King,7.303999999999999,2.5,30.018636666194176,2,Tier 4
872,Columbia University,Tal Danino,11.11923076923077,2.6,52.79183738491236,3,Tier 3
