,university_name,professor_name,ave_if,num_of_pub,overall_impact,impact_level,Community Contribution
1743,University of Pennsylvania,Susan S Margulies,4.182692307692308,5.2,31.104501159258984,2,Tier 4
1744,Georgia Institute of Technology,Jaydev Desai,4.3100000000000005,3.0,18.630213951859314,2,Tier 4
1745,University of California San Diego,John Shyy,9.212121212121213,6.6,105.92378477652252,4,Tier 2
1746,Duke University,Tuan Vo-dinh,6.640540540540541,7.4,78.88347067956055,4,Tier 2
1747,University College London,Michael Thomas,7.781052631578949,9.5,123.45865645996099,5,Tier 1
1748,University of California Los Angeles,Andrea Kasko,10.005555555555556,1.8,32.03125941675708,2,Tier 4
1749,University of Tokyo,Masatoshi Yamazaki,8.009090909090908,1.1,14.820802304136642,1,Tier 5
1750,National University of Singapore,Shao Huilin,16.730434782608693,2.3,77.82369918042791,4,Tier 2
1751,University of Cambridge,Stephan Hofmann,11.554999999999998,8.0,170.43250382267067,5,Tier 1
1752,University of California Berkeley,J. Christopher Anderson,8.433333333333335,0.6,8.622840114640034,1,Tier 5
1753,University of Toronto,Joseph Cafazzo,4.823595505617978,8.9,63.6214567422716,4,Tier 2
1754,Johns Hopkins University,Joel Bader,9.417647058823531,6.8,112.18555114420178,4,Tier 2
1755,University of California San Diego,Jin Zhang,11.775,10.8,235.57266779912806,5,Tier 1
1756,University of Cambridge,Richard Penty,4.159999999999999,1.0,5.941097275568925,0,Tier 6
1757,Johns Hopkins University,Nitish Thakor,4.366346153846154,10.4,65.64188478964093,4,Tier 2
1758,University of Cambridge,Rodolphe Sepulchre,2.527272727272728,1.1,3.505159811281075,0,Tier 6
1759,Massachusetts Institute of Technology,Ed Boyden,11.7,0.1,2.163875786235113,0,Tier 6
1760,National University of Singapore,Eliza Fong,12.408695652173915,2.3,53.565541791962076,3,Tier 3
1761,Northwestern University,Igal Szleifer,6.746874999999999,6.4,69.59183754195809,4,Tier 2
1762,Shanghai Jiao Tong University,Su Zhang,3.851923076923077,5.2,28.060819533057106,2,Tier 4
1763,University of Pittsburgh,Simon Marc,6.941538461538462,6.5,73.23741796605935,4,Tier 2
1764,University College London,Duygu Dikicioglu,3.942857142857143,0.7,3.8892140193958884,0,Tier 6
1765,Johns Hopkins University,Lakshmi Santhanam,5.08,5.0,38.13288333003218,3,Tier 3
1766,University of California Berkeley,Niren Murthy,10.528571428571427,6.3,119.48196578770045,5,Tier 1
1767,Columbia University,Helen Lu H,7.6571428571428575,1.4,17.832468797217405,2,Tier 4
1768,University of Washington,Paul Wiggins,8.432352941176472,3.4,48.855660258645166,3,Tier 3
1769,University of Pittsburgh,Kellum John,9.309941520467838,17.1,278.0864331239268,5,Tier 1
1770,Johns Hopkins University,Adam Charles,11.366666666666667,0.9,18.783819866496117,2,Tier 4
1771,Georgia Institute of Technology,Hang Lu,6.369047619047619,8.4,84.99089566372632,4,Tier 2
1772,University of California San Francisco,Valerie Weaver,13.706382978723408,9.4,247.90279985260534,5,Tier 1
1773,Johns Hopkins University,Jane Carlton,10.875,0.4,7.8994448854875134,1,Tier 5
1774,Johns Hopkins University,Gregory Newby,19.433333333333334,0.6,24.48135070780541,2,Tier 4
1775,Georgia Institute of Technology,Alper Erturk,4.319999999999999,1.0,6.228087185437282,0,Tier 6
1776,University of British Columbia,Kellymcnagny,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1777,Georgia Institute of Technology,Michael Davis,8.416176470588237,6.8,97.4770672339087,4,Tier 2
1778,University of California Los Angeles,Tzung Hsiai,7.334782608695653,9.2,111.05084961826296,4,Tier 2
1779,Johns Hopkins University,Kasper Hansen,9.403225806451612,6.2,102.09107363532162,4,Tier 2
1780,Stanford University,Kwabena Boahen,17.85,0.4,14.676002156122784,1,Tier 5
1781,University of Michigan,William Stacey,4.270212765957446,4.7,28.85092562028055,2,Tier 4
1782,University of Toronto,Freeman Lan,16.15,0.2,6.4750876854719115,0,Tier 6
1783,Peking University,Qiang Cheng,6.038028169014085,7.1,67.2012369766651,4,Tier 2
1784,University of British Columbia,Robynnewell,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1785,University of Tokyo,Fumihito Arai,8.10625,3.2,43.76984111326898,3,Tier 3
1786,University of California Los Angeles,Tyler Clites,2.9,0.1,0.3784404039441891,0,Tier 6
1787,Johns Hopkins University,Jeff Coller,21.7,1.0,46.83544676222262,3,Tier 3
1788,Harvard University,Maurice Smith,9.983333333333333,1.2,21.294905200949955,2,Tier 4
1789,University of Oxford,Stride Eleanor,5.662222222222222,9.0,78.60970143508335,4,Tier 2
1790,University of California San Diego,Neil Chi,14.86176470588235,3.4,99.21261427374245,4,Tier 2
1791,Stanford University,Jan Liphardt,14.966666666666663,1.2,35.325441947604226,3,Tier 3
1792,Georgia Institute of Technology,James Dahlman,17.377777777777776,4.5,159.6633778070587,5,Tier 1
1793,Duke University,Cynthia A Toth,4.935555555555557,13.5,99.31247939861981,4,Tier 2
1794,University of Pittsburgh,Vazquez Alberto,5.969230769230769,3.9,36.38836716897444,3,Tier 3
1795,University of Pittsburgh,Federspiel William,6.006896551724139,2.9,27.271604427874266,2,Tier 4
1796,Columbia University,Andrew Laine,5.114705882352942,3.4,26.151990405625398,2,Tier 4
1797,University of California San Diego,Terrence Sejnowski,7.603773584905661,10.6,133.84197481475556,5,Tier 1
1798,Columbia University,Krista Durney,5.788888888888889,0.9,8.081398575817945,1,Tier 5
1799,University of Pittsburgh,Wu Shandong,4.888461538461538,5.2,37.797980520123225,3,Tier 3
1800,Georgia Institute of Technology,Qiang Zhang,7.5289473684210515,3.8,47.391605655607165,3,Tier 3
1801,Peking University,Antony K Chen,11.395999999999999,2.5,52.345645464804704,3,Tier 3
1802,University of California San Diego,Christian Metallo,16.10967741935484,9.3,300.152181246605,5,Tier 1
1803,Shanghai Jiao Tong University,Zhiyong Zhang,6.130994152046784,17.1,164.97180940154604,5,Tier 1
1804,University of British Columbia,Carlde Boer,14.685294117647057,6.8,195.48445325970948,5,Tier 1
1805,University of British Columbia,Nikashakiba,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1806,University of Tokyo,Hiroyuki Noji,6.997468354430381,7.9,89.90902128636644,4,Tier 2
1807,Johns Hopkins University,Mihaela Pertea,11.52857142857143,3.5,74.35110249710748,4,Tier 2
1808,Georgia Institute of Technology,Andrew Feola,2.8611111111111116,3.6,13.395869426435363,1,Tier 5
1809,Johns Hopkins University,Ronald Berger,6.384070796460176,11.3,114.67019779037756,4,Tier 2
1810,Tsinghua University,Liu Jing,6.4177083333333345,19.2,196.12194805817458,5,Tier 1
1811,University of British Columbia,Hongshenma,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1812,Georgia Institute of Technology,Bilal Haider,8.52,1.0,14.55624958370605,1,Tier 5
1813,Georgia Institute of Technology,Randy Trumbower,5.700000000000001,0.7,6.165121069431593,0,Tier 6
1814,University of Oxford,Cui Zhanfeng,5.554237288135593,5.9,50.30747833267003,3,Tier 3
1815,University of Washington,Paul Kinahan,5.665454545454546,11.0,96.14708782585895,4,Tier 2
1816,University of Pittsburgh,Worobey Lynn,2.9738095238095235,4.2,16.401770295458,1,Tier 5
1817,University of Cambridge,Andrea Ferrari,12.735714285714282,7.0,168.41360580695,5,Tier 1
1818,University of Pittsburgh,Yeh F Frank,4.6,0.8,5.389361016369318,0,Tier 6
1819,Carnegie Mellon University,Siyang Zheng,7.685714285714286,1.4,17.9156813831966,2,Tier 4
1820,Nanyang Technological University,Lee J Min,5.5307692307692315,1.3,11.026184999990052,1,Tier 5
1821,Columbia University,Paul Sajda,4.4022727272727264,4.4,28.057492582560428,2,Tier 4
1822,University of Pittsburgh,Furman Joseph,2.874468085106383,4.7,17.5911698449042,2,Tier 4
1823,University of Tokyo,Hiroyasu Yamahara,5.471428571428571,0.7,5.857657267642553,0,Tier 6
1824,University of Michigan,Jason R Spence,10.329457364341085,12.9,238.88374260399965,5,Tier 1
1825,University of California Los Angeles,Joseph Demer,3.6220000000000003,10.0,49.967262566697165,3,Tier 3
1826,University of British Columbia,Amani Hariri,13.699999999999998,0.3,7.907186161657042,1,Tier 5
1827,University of California San Francisco,Michael Stryker,7.011428571428572,3.5,39.93247118063091,3,Tier 3
1828,University of California Los Angeles,Xiaodong Zhong,3.5142857142857142,2.1,10.104518621670598,1,Tier 5
1829,University of Michigan,Greg Thurber,5.873809523809523,4.2,38.406003244013995,3,Tier 3
1830,University of Pennsylvania,Claudia Loebel,14.694444444444445,1.8,51.78619104870847,3,Tier 3
1831,Imperial College London,Armando Del Rio Hernandez,9.051063829787235,4.7,73.78573240245066,4,Tier 2
1832,University of California San Diego,Vineet Bafna,13.765432098765432,8.1,214.76936323568847,5,Tier 1
1833,Georgia Institute of Technology,Jeannette Yen,5.442857142857143,0.7,5.819446897351635,0,Tier 6
1834,University of Pittsburgh,Stuckenholz Carsten,6.720000000000001,0.5,5.409804809371421,0,Tier 6
1835,University of British Columbia,Meganlevings,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1836,Harvard University,Christin Y Sander,3.7700000000000005,1.0,5.253233290138355,0,Tier 6
1837,University of Tokyo,Ichiro Sakuma,4.5520000000000005,7.5,49.867096254892125,3,Tier 3
1838,University of Toronto,Christopher Yip,6.688372093023255,4.3,46.250772216461016,3,Tier 3
1839,University of Toronto,Craig Simmons,6.9486842105263165,7.6,85.74164497246011,4,Tier 2
1840,Columbia University,Sachin Jambawalikar,4.396491228070176,5.7,36.28754767360638,3,Tier 3
1841,University of Hong Kong,Shiming Zhang,6.180000000000001,1.5,14.615943412357545,1,Tier 5
1842,Cornell University,Mandy Brigitte Esch,2.8,0.1,0.36219924373270446,0,Tier 6
1843,University of California San Francisco,Rada Savic,7.919999999999999,5.5,73.07505762141648,4,Tier 2
1844,Peking University,Mengdi Han,12.434042553191489,4.7,109.73958022261861,4,Tier 2
1845,University of Tokyo,Takanori Ichiki,5.723529411764706,1.7,15.049733862471976,1,Tier 5
1846,Shanghai Jiao Tong University,Tianqi Huang,2.75,0.2,0.7082651336478835,0,Tier 6
1847,University of California San Francisco,Victoria Hale,10.466666666666667,0.3,5.647831696573798,0,Tier 6
1848,University of Tokyo,Ung-il Chung,5.241509433962264,10.6,84.06715107830897,4,Tier 2
1849,University of Washington,Cole Deforest,9.652083333333334,4.8,81.66154003358629,4,Tier 2
1850,Imperial College London,Angela Kedgley,2.581818181818182,3.3,10.799931688091121,1,Tier 5
1851,Columbia University,Elham Azizi,14.32,1.5,41.7849639216093,3,Tier 3
1852,Carnegie Mellon University,Robert D Tilton,5.957894736842106,3.8,35.3711865690958,3,Tier 3
1853,Duke University,Cameron R Bass,2.9457142857142857,3.5,13.50691977991788,1,Tier 5
1854,University of British Columbia,Armanrahmim,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1855,Rice University,Oleg Igoshin,7.925,4.8,63.82492688789664,4,Tier 2
1856,Peking University,Ying Liu,6.001015228426395,19.7,185.032125306691,5,Tier 1
1857,Duke University,Allen W Song,4.078787878787878,3.3,19.1283645448326,2,Tier 4
1858,Harvard University,Conor J Walsh,9.066176470588234,6.8,106.97668183828539,4,Tier 2
1859,University of California Berkeley,Ian Holmes,5.626666666666668,1.5,12.998859316573801,1,Tier 5
1860,University of California Los Angeles,Yi Tang,12.732608695652175,9.2,221.2761302663719,5,Tier 1
1861,University of Washington,Kelly Stevens,10.547619047619046,4.2,79.83481719401567,4,Tier 2
1862,University of California Los Angeles,Min Lee,8.742574257425744,10.1,151.83452530843266,5,Tier 1
1863,Imperial College London,Huai-ti Lin,6.666666666666665,0.3,3.2137136757786062,0,Tier 6
1864,Stanford University,Jin H Lee,6.721212121212121,3.3,35.71276222812843,3,Tier 3
1865,Johns Hopkins University,John Goutsais,5.504878048780488,16.4,138.28608323358003,5,Tier 1
1866,University of Sydney,Hala Zreiqat,7.1734375,6.4,75.13445187394038,4,Tier 2
1867,Carnegie Mellon University,Amir Barati Farimani,5.514814814814815,2.7,22.817992400310033,2,Tier 4
1868,Carnegie Mellon University,Byron Yu,11.397058823529411,3.4,71.19834593112579,4,Tier 2
1869,Johns Hopkins University,Katherine Wilson,4.3,1.6,9.907305433845046,1,Tier 5
1870,University of Pennsylvania,Scott L Diamond,5.993650793650793,6.3,59.08195325159473,4,Tier 2
1871,University of British Columbia,Brunojaggi,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1872,University of Michigan,Sriram Chandrasekaran,7.725,4.0,51.51492850766761,3,Tier 3
1873,Massachusetts Institute of Technology,Jacquin C Niles,9.958536585365854,4.1,72.53176749505816,4,Tier 2
1874,Georgia Institute of Technology,Astrid Prinz,2.6777777777777776,0.9,3.0829087889094757,0,Tier 6
1875,Johns Hopkins University,Jonathan Chrispin,6.60217391304348,9.2,97.36357851591328,4,Tier 2
1876,University of California Los Angeles,Aydogan Ozcan,7.781045751633987,15.3,198.8331953821447,5,Tier 1
1877,Shanghai Jiao Tong University,Bobo Gu,6.870588235294117,1.7,18.9099910426035,2,Tier 4
1878,University of Washington,Buddy D Ratner,6.876666666666669,3.0,33.407480323450805,3,Tier 3
1879,University of California Los Angeles,Pei-yu Chiou,11.091666666666667,2.4,48.57997125503817,3,Tier 3
1880,University of California San Diego,Rob Knight,12.126984126984127,18.9,427.71335954708167,5,Tier 1
